feature,importance,task,model
x1_Parallel to <mi>{10_2}</mi>.,0.000451157073257491,density_regression,XGBoost
x1_Good to imperfect on {010},0.0004484147357288748,density_regression,XGBoost
x1_Fair on {010},0.0004442015488166362,density_regression,XGBoost
x1_Extremely weak parallel to {001}.,0.0004433589056134224,density_regression,XGBoost
"x1_{100}, perfect; {110}, <mi>{1_10}</mi>, good",0.00044068778515793383,density_regression,XGBoost
"x1_(001) perfect, also (010)",0.0004406292282510549,density_regression,XGBoost
x1_imperfect,0.0004376168071758002,density_regression,XGBoost
x1_<mi>{0001}</mi>,0.00043603157973848283,density_regression,XGBoost
"x1_Perfect on {010}, excellent on {101}.",0.00043490639654919505,density_regression,XGBoost
"x1_{100}, also {011} poor",0.00043243152322247624,density_regression,XGBoost
"x1_(010) micaceous, (100) and {110}, less perfect",0.0004267758340574801,density_regression,XGBoost
"x1_{110}, {011}, {111}, good",0.00042509898776188493,density_regression,XGBoost
x1_Fair {001},0.000421998294768855,density_regression,XGBoost
"x1_Perfect on {210}, imperfect on {100}, {001}",0.00042181648313999176,density_regression,XGBoost
"x1_On {100}, good.",0.00042082477011717856,density_regression,XGBoost
x1_Imperfect on (00l) and (hk0).,0.0004157048533670604,density_regression,XGBoost
x1_{010} and {001},0.000415433052694425,density_regression,XGBoost
x1_on (001) (micalike),0.00041542164399288595,density_regression,XGBoost
"x1_Perfect on {210},  imperfect on {010}, {100}",0.00041220648563466966,density_regression,XGBoost
x1_Good on <mi>{01_12}</mi>,0.000410328182624653,density_regression,XGBoost
"x1_Distinct in one direction, prismatic",0.00040836146217770875,density_regression,XGBoost
"x1_Perfect on {001}, good on {010}, poor on {110}",0.0004041417851112783,density_regression,XGBoost
x1_Easy on {010},0.0004038398328702897,density_regression,XGBoost
x1_perfect on 0001,0.000400456425268203,density_regression,XGBoost
x1_On {001} and {010}.,0.0003997986204922199,density_regression,XGBoost
"x1_{0001}, {10<mi>1</mi>0}",0.00039652467239648104,density_regression,XGBoost
x1_good {100},0.00039645953802391887,density_regression,XGBoost
x1_distinct on (011),0.0003956262953579426,density_regression,XGBoost
"x1_Perfect on {001}, good on {010}",0.0003954425628762692,density_regression,XGBoost
"x1_{001}, excellent",0.0003940999449696392,density_regression,XGBoost
x1_Perfect parallel to (010) and distinct on (100) and (001),0.0003903110628016293,density_regression,XGBoost
x1_Poor on {110},0.0003866790502797812,density_regression,XGBoost
"x1_{100}, {010}, and {001}.",0.0003851578221656382,density_regression,XGBoost
x1_Well developed prismatic,0.0003782517451327294,density_regression,XGBoost
x1_Perpendicular to elongation,0.00037771405186504126,density_regression,XGBoost
"x1_Distinct on {110}, imperfect on {010}, poor on (001)",0.0003754235804080963,density_regression,XGBoost
x1_On {101}; on {110} fair.,0.00037143731606192887,density_regression,XGBoost
x1_Perfect on {100} and distinct on {010},0.00037082552444189787,density_regression,XGBoost
x1_{001} distinct; {100} indistinct.,0.0003677765198517591,density_regression,XGBoost
x1_Good on {001} and {100}; poor on {010},0.0003636738401837647,density_regression,XGBoost
x1_{001} perfect; {111} imperfect.,0.00036150304367765784,density_regression,XGBoost
x1_Indistinct in one direction,0.0003596217429731041,density_regression,XGBoost
x1_Good on {100},0.00035612378269433975,density_regression,XGBoost
"x1_Good on {100}
Probable on {110}",0.00035582430427893996,density_regression,XGBoost
"x1_One perfect parallel to elongation.
Less perfect 87 degrees from first cleavage.",0.00035500983358360827,density_regression,XGBoost
x1_{011} and {100},0.0003533694543875754,density_regression,XGBoost
"x1_Parallel {001}, {101}, and {100}.",0.0003490667440928519,density_regression,XGBoost
x1_Poor cleavage {110} (unusual for feldspars).,0.0003423918387852609,density_regression,XGBoost
"x1_{010}, {001}",0.00034085038350895047,density_regression,XGBoost
x1_Distinct on {0001}.,0.00033857725793495774,density_regression,XGBoost
x1_Perfect in one direction,0.00033711898140609264,density_regression,XGBoost
"x1_{01`0} perfect, poor on {100}, {201}, {<mi>2</mi>01}",0.0003366716264281422,density_regression,XGBoost
x1_On {001} distinct; on {010} imperfect; on {110} in traces.,0.0003362158895470202,density_regression,XGBoost
x1_On {010} distinct; on {110} imperfect. Possibly also on {110} and {112}.,0.00033459882251918316,density_regression,XGBoost
x1_On <mi>{10_10}.</mi>,0.00033381194225512445,density_regression,XGBoost
x1_One perfect cleavage and possbly two poor cleavages (based on pitting during polishing).,0.00033058159169740975,density_regression,XGBoost
"x1_On {010}, imperfect.",0.00033056066604331136,density_regression,XGBoost
x1_Good on {010},0.0003293949703220278,density_regression,XGBoost
"x1_{100} imperfect, {110} indistinct.",0.0003287933941464871,density_regression,XGBoost
"x1_Perfect on {110}, with intersections of ~56° and ~124°.",0.0003282159159425646,density_regression,XGBoost
x1_On (010),0.0003276227507740259,density_regression,XGBoost
x1_Distinct on the {100},0.00032269605435431004,density_regression,XGBoost
x1_Rhombohedral <mi>{10_11}</mi>,0.00032259192084893584,density_regression,XGBoost
x1_Nuttall (1822b) and Seybert (1822a) do not agree on the presence of cleavage. Nuttall indicates the presence of a lamellar and a splintery texture while Seybert (1822a)says there are two cleavages.,0.0003216619370505214,density_regression,XGBoost
x1_perfect on {001} and fair on {100}.,0.0003162832872476429,density_regression,XGBoost
"x1_One perfect parallel to the foliation; another, interrupted, perpendicular to the first; a third, also interrupted, oblique to the first.",0.00031616308842785656,density_regression,XGBoost
"x1_Perfect {100},less perfect {001}",0.0003151992568746209,density_regression,XGBoost
"x1_On {010}, perfect; on {110} and <mi>{1_10},</mi> less perfect.",0.00031377366394735873,density_regression,XGBoost
x1_fair on {101},0.00031303783180192113,density_regression,XGBoost
x1_On {100}.,0.0003117319429293275,density_regression,XGBoost
x1_Two parallel to [010],0.0003113541752099991,density_regression,XGBoost
x1_On <mi>{_101}</mi> perfect; {100} distinct.,0.0003084275231231004,density_regression,XGBoost
x1_On {110} perfect; on {001} good.,0.0003082221664953977,density_regression,XGBoost
x1_Perfect on {010} and {100}.,0.0003070938400924206,density_regression,XGBoost
"x1_On {010} and {100}, perfect.",0.0003070735256187618,density_regression,XGBoost
x1_{001} perfect and {100} medium,0.0003067879006266594,density_regression,XGBoost
x1_<mi>{_101}</mi>,0.0003055823326576501,density_regression,XGBoost
"x1_{100}, {010}, good; {001}, poor",0.00030454748775810003,density_regression,XGBoost
x1_{100} and {010} perfect.,0.0003040199517272413,density_regression,XGBoost
"x1_Good on <mi>{010}</mi> , poor on <mi>{0_12}</mi>",0.00030117807909846306,density_regression,XGBoost
x1_Good in three directions.,0.00030056069954298437,density_regression,XGBoost
"x1_Perfect on {001}
poor on {201}",0.0002997116534970701,density_regression,XGBoost
x1_Distinct on {0001},0.0002984218008350581,density_regression,XGBoost
"x1_Two, intersecting at an angle of 122 degrees.",0.0002972430957015604,density_regression,XGBoost
"x1_Perfect to imperfect on {001}
may be parting",0.00029713596450164914,density_regression,XGBoost
x1_perfect cleavage on {001} (less perfect on (010}),0.00028532446594908834,density_regression,XGBoost
"x1_On {100}, fair to good.",0.00028218168881721795,density_regression,XGBoost
x1_In two directions at right angles.,0.0002819925721269101,density_regression,XGBoost
x1_On {111},0.0002797638007905334,density_regression,XGBoost
"x1_{010}, perfect; on {101}, good.",0.0002791144070215523,density_regression,XGBoost
x1_{001} perfect,0.0002782895171549171,density_regression,XGBoost
x1_Poor cleavage on {100}.,0.00027806541766040027,density_regression,XGBoost
x1_(010) and (001),0.0002751858264673501,density_regression,XGBoost
"x1_[010] Perfect, [100] Perfect",0.00027418730314821005,density_regression,XGBoost
"x1_On {0001}, excellent.",0.00027259899070486426,density_regression,XGBoost
x1_Parallel to the elongation.,0.00027212401619181037,density_regression,XGBoost
x1_{110},0.00027064417372457683,density_regression,XGBoost
x1_On {110} nearly perfect; on {021} poor; on {010} in traces.,0.00027041466091759503,density_regression,XGBoost
"x1_{001}, {100}",0.0002686666848603636,density_regression,XGBoost
"x1_On {100} and {010}, good.",0.00026795113808475435,density_regression,XGBoost
"x1_{010} good
{100} fair",0.000267781171714887,density_regression,XGBoost
"x1_{001} perfect, {110} distinct.",0.00026661157608032227,density_regression,XGBoost
x1_On(010),0.0002632281684782356,density_regression,XGBoost
"x1_On {010}, perfect; on {101}, good.",0.0002630532253533602,density_regression,XGBoost
x1_good on 010,0.00026287665241397917,density_regression,XGBoost
x1_Perfect {0kl},0.0002625976630952209,density_regression,XGBoost
"x1_Very Good on {100}
Good on {010}",0.0002615417761262506,density_regression,XGBoost
x1_Perfect along (010),0.0002606756170280278,density_regression,XGBoost
x1_Perfect on <mi>{0001}</mi>,0.00026060044183395803,density_regression,XGBoost
x1_{001} good,0.0002599857107270509,density_regression,XGBoost
x1_{100} and <mi>{_110}</mi>.,0.0002598848077468574,density_regression,XGBoost
x1_On {100} incomplete.,0.00025932854623533785,density_regression,XGBoost
"x1_Perfect on {001}, Distinct on {100}",0.00025849509984254837,density_regression,XGBoost
"x1_{010} perfect, {100} fair; the two making an angle of 73.5 deg.",0.00025757536059245467,density_regression,XGBoost
x1_<mi>{1010}</mi> and <mi>{0001}</mi>,0.00025734896189533174,density_regression,XGBoost
"x1_Distinct on {110}, indistinct on {001} and {100}.",0.0002572831872384995,density_regression,XGBoost
"x1_Two cleavages are known, but without reported miller indices.",0.000255051301792264,density_regression,XGBoost
"x1_Basal, perfect.",0.0002550122153479606,density_regression,XGBoost
"x1_Perfect on {001}
Imperfect on {110}",0.0002549703640397638,density_regression,XGBoost
x1_on {001}.,0.000254721351666376,density_regression,XGBoost
"x1_Two directions, observed microscopically, may be parting.",0.0002540327550377697,density_regression,XGBoost
"x1_(0001) perfect, <mi>(10_10)</mi> imperfect",0.00025270148762501776,density_regression,XGBoost
x1_Good on {011},0.00025240660761483014,density_regression,XGBoost
"x1_Good on {010}
Distinct on {100} {001}",0.000252372061368078,density_regression,XGBoost
x1_Two fair to good cleavages {O10} and {100},0.00025221024407073855,density_regression,XGBoost
x1_One perfect and 2 good cleavages,0.00025162650854326785,density_regression,XGBoost
"x1_In two directions, parallel elongation",0.0002507349126972258,density_regression,XGBoost
"x1_<mi>{10_1}</mi>, perfect",0.00025047335657291114,density_regression,XGBoost
"x1_{010} perfect micaceous; <mi>{_101}</mi> good, {101} poor.",0.00024878972908481956,density_regression,XGBoost
x1_Three directions,0.00024858996039256454,density_regression,XGBoost
"x1_{010}, poor",0.0002479227550793439,density_regression,XGBoost
x1_On {001} and {110}.,0.00024672079598531127,density_regression,XGBoost
x1_no cleavage,0.00024630880216136575,density_regression,XGBoost
x1_prismatic,0.0002448131563141942,density_regression,XGBoost
"x1_On {010} probable, perfect.",0.00024418876273557544,density_regression,XGBoost
"x1_One, probable, parallel X-Z",0.00024411083722952753,density_regression,XGBoost
x1_Very imperfect (Berzelius 1824),0.0002436319482512772,density_regression,XGBoost
"x1_Perfect on <mi>{10_10}</mi>
Less perfect <mi>{11_20}</mi>",0.00024343410041183233,density_regression,XGBoost
x1_Prismatic.,0.00024292325542774051,density_regression,XGBoost
"x1_Excellent along (001), a distinct cleavage intersecting (001) at high angle is visible in polished section.",0.00024134846171364188,density_regression,XGBoost
x1_(010),0.00024101209419313818,density_regression,XGBoost
x1_on {010} less perfect on {100},0.00024097839195746928,density_regression,XGBoost
"x1_{010}, good; on {101}, probable, very poor.",0.00023913575569167733,density_regression,XGBoost
x1_On one direction.,0.00023906548449303955,density_regression,XGBoost
x1_Probably {0001},0.00023739520111121237,density_regression,XGBoost
x1_in one {h0l} direction,0.00023598791449330747,density_regression,XGBoost
x1_Perfect along {100} and good along {010},0.00023543889983557165,density_regression,XGBoost
"x1_Good on {100}
Distinct on {010}",0.00023463935940526426,density_regression,XGBoost
x1_perfect {110},0.00023230495571624488,density_regression,XGBoost
x1_on <mi>{10_12}</mi>,0.00023216586851049215,density_regression,XGBoost
"x1_Perfect on {001}, nearly perfect on {101}",0.00023196660913527012,density_regression,XGBoost
x1_On {001} imperfect.,0.00023027864517644048,density_regression,XGBoost
x1_{001} good.,0.0002299375191796571,density_regression,XGBoost
x1_On <mi>{10_11}</mi>,0.0002293301949976012,density_regression,XGBoost
"x1_Parallel to the c-axis. Under the microscope the crystals show a cleavage across the fibers, which is probably parallel to {001}, and two easy and perfect prismatic cleavages.",0.00022901732882019132,density_regression,XGBoost
x1_on {100} {010} {001},0.00022856093710288405,density_regression,XGBoost
"x1_On (001) perfect, on {110} good, on {010} poor.",0.0002283112844452262,density_regression,XGBoost
"x1_On {001}, perfect, micaceous.",0.0002282415662193671,density_regression,XGBoost
x1_Good on {100}.,0.0002280874759890139,density_regression,XGBoost
"x1_On {111} and <m>{1_11}</m>, difficult.",0.00022671908664051443,density_regression,XGBoost
x1_Distinct on <mi>{10_10}</mi>,0.00022606462880503386,density_regression,XGBoost
x1_Perfect on {010}; very good on {101}.,0.0002255319122923538,density_regression,XGBoost
x1_perfect on {001} and good on {110},0.0002230984391644597,density_regression,XGBoost
"x1_On {100}, fair; On {001} and {010}, poor.",0.00022287035244517028,density_regression,XGBoost
"x1_Good on {001} and {100}, imperfect on {010}.",0.00022226772853173316,density_regression,XGBoost
"x1_Distinct on {100}, less distinct on {010}.",0.0002220504975412041,density_regression,XGBoost
"x1_Two directions, imperfect",0.0002191366074839607,density_regression,XGBoost
"x1_{100}, very good; {001} and {010}, poor.",0.00021773028129246086,density_regression,XGBoost
"x1_Basal - perfect
Prismatic - good",0.00021733854373451322,density_regression,XGBoost
x1_On <mi>{10_11}</mi>.,0.0002151478111045435,density_regression,XGBoost
"x1_On {100}, distinct; on {010}, difficult; also on {110}, {101}, and {011}, indistinct as observed at times.",0.00021494847896974534,density_regression,XGBoost
x1_{0001} perfect,0.00021438021212816238,density_regression,XGBoost
x1_Fair in one direction.,0.00021431005734484643,density_regression,XGBoost
"x1_Very good on {001}, poor on {100}; very poor on {110}.",0.00021375177311711013,density_regression,XGBoost
"x1_On <mi>{_101}</mi> very good; on {010}, imperfect; on {001}, {110}, indistinct.",0.0002137209812644869,density_regression,XGBoost
x1_(not reported),0.00021351790928747505,density_regression,XGBoost
"x1_{100} good, {010} poor",0.00021348624431993812,density_regression,XGBoost
x1_Good on {001} and imperfect on {010}.,0.00021267065312713385,density_regression,XGBoost
"x1_Good on {001}, fair to good on {100}.",0.00021185792866162956,density_regression,XGBoost
"x1_{001} perfect
(110} perfect",0.0002115633396897465,density_regression,XGBoost
x1_Fair to poor on {100},0.0002104539453284815,density_regression,XGBoost
"x1_On {001}, perfect; on {110}, imperfect.",0.00020845612743869424,density_regression,XGBoost
x1_On {010} perfect; on {100} nearly perfect; on {001} good to imperfect.,0.00020570182823576033,density_regression,XGBoost
"x1_One, longitudinal; another, transverse",0.00020511553157120943,density_regression,XGBoost
x1_observed in some grains,0.00020380575733724982,density_regression,XGBoost
x1_two fair cleavages at ~90° (probably {010} and {001}).,0.00018656752945389599,density_regression,XGBoost
"x1_Perfect and easy on {0001}, distinct on <mi>{10_11}, imperfect on {10_14} and indistinct on {11_20}</mi>.",0.00017807183030527085,density_regression,XGBoost
x1_octahedral,6.531135295517743e-05,density_regression,XGBoost
"x1_{011}, {010}, and {100}.",0.0,density_regression,XGBoost
"x1_{010}, {100} indistinct",0.0,density_regression,XGBoost
x1_{011},0.0,density_regression,XGBoost
x1_{010}; {100} less perfect; {001} good.,0.0,density_regression,XGBoost
x1_Two poor cleavages intersecting at ~90 degrees.,0.0,density_regression,XGBoost
"x1_Two poor cleavages, one is likely {100}.",0.0,density_regression,XGBoost
x1_Two poor to distinct cleavages parallel to form <mi>{_232}</mi>.,0.0,density_regression,XGBoost
x1_Two very good cleavages. One on {111} and one along the length of the blades and at an angle to the {111} face - possibly on {010}.,0.0,density_regression,XGBoost
x1_Two good cleavages and a third poor cleavage,0.0,density_regression,XGBoost
x1_{0001} distinct; {11_20} indistinct.,0.0,density_regression,XGBoost
"x1_{100} Perfect, {001} Good",0.0,density_regression,XGBoost
"x1_Three good on (001), (010), (100).",0.0,density_regression,XGBoost
x1_TEM studies indicate a cleavage parallel to {100},0.0,density_regression,XGBoost
x1_The hollandite member of this group has a good prismatic cleavage.,0.0,density_regression,XGBoost
x1_{100} excellent; {201} very good; {001} good.,0.0,density_regression,XGBoost
"x1_Three cleavages result in a pseudo-rhombohedral shape: {001} perfect, {110} and <mi>{1_10}</mi> somewhat less perfect. The acute angles between these planes are all between 76° and 82°. Also a good cleavage parallel to {011}.",0.0,density_regression,XGBoost
"x1_Three cleavages: <mi>{10_1}</mi> very easy, {010} good, {100} fair",0.0,density_regression,XGBoost
x1_{100} and {101} (angle approximately 68°).,0.0,density_regression,XGBoost
"x1_Three directions of cleavage mentioned, but not described.",0.0,density_regression,XGBoost
"x1_Three good cleavages: {010}, {001}, and {201}.",0.0,density_regression,XGBoost
x1_Three sets of octahedral (111) cleavages.,0.0,density_regression,XGBoost
x1_{100} and {001},0.0,density_regression,XGBoost
x1_Two cleavage planes,0.0,density_regression,XGBoost
x1_{100} and {101},0.0,density_regression,XGBoost
"x1_Two cleavages at about 90°, both parallel to the length of the individuals",0.0,density_regression,XGBoost
x1_Two directions at an angle of 110°52'.,0.0,density_regression,XGBoost
"x1_{100} and {010}, good.",0.0,density_regression,XGBoost
x1_{100} and {010},0.0,density_regression,XGBoost
x1_Two directions crossing basal plane.,0.0,density_regression,XGBoost
x1_Two directions of perfect cleavage parallel to elongation and one imperfect cleavage 96° to the elongation.,0.0,density_regression,XGBoost
"x1_{100} and {010} perfect
{001} poor",0.0,density_regression,XGBoost
x1_Usually unobservable in botryoidal aggregates.,0.0,density_regression,XGBoost
"x1_{010}, {100}",0.0,density_regression,XGBoost
x1_{010} perfect; {100} good,0.0,density_regression,XGBoost
"x1_[001] Perfect, [110] Distinct",0.0,density_regression,XGBoost
x1_[001] good,0.0,density_regression,XGBoost
"x1_[010] Imperfect, [021] Poor",0.0,density_regression,XGBoost
x1_{010} perfect; {100} fair; {001} poor.,0.0,density_regression,XGBoost
"x1_[010] Perfect, [101] Distinct, [101] Distinct",0.0,density_regression,XGBoost
x1_[010] cleavage,0.0,density_regression,XGBoost
x1_{010} perfect; {001} good.,0.0,density_regression,XGBoost
"x1_[010] perfect, [100] distinct, [001] distinct",0.0,density_regression,XGBoost
"x1_[100] Perfect, [010] Good",0.0,density_regression,XGBoost
x1_{010} perfect; {001) good.,0.0,density_regression,XGBoost
x1_{010} perfect; shows traces || [001] and [100],0.0,density_regression,XGBoost
x1_[100] and [100] perfect,0.0,density_regression,XGBoost
"x1_[{100} good; {001}, {110}, {011}, poor] (by analogy to
the axinite group",0.0,density_regression,XGBoost
x1_along (100) and (001),0.0,density_regression,XGBoost
x1_{010} perfect; <mi>{_101}</mi> poor to good,0.0,density_regression,XGBoost
x1_along the [010],0.0,density_regression,XGBoost
"x1_{010} perfect, {101} distinct",0.0,density_regression,XGBoost
"x1_[001] Perfect, [010] Indistinct, [110] Indistinct",0.0,density_regression,XGBoost
x1_{010} perfect; {110} and {001} good.,0.0,density_regression,XGBoost
"x1_{010}, {001}, and {011}, probable, equally good.",0.0,density_regression,XGBoost
x1_{010} poor.,0.0,density_regression,XGBoost
"x1_{010}, perfect; {100}, good.",0.0,density_regression,XGBoost
x1_Uneven on {001},0.0,density_regression,XGBoost
"x1_{010}, perfect; {100}, distinct.",0.0,density_regression,XGBoost
"x1_{010}, observable",0.0,density_regression,XGBoost
"x1_{100} good, {011} good, <mi>{0_11}</mi> fair",0.0,density_regression,XGBoost
"x1_{010}, imperfect",0.0,density_regression,XGBoost
"x1_{010}, good; {h0l}, poor.",0.0,density_regression,XGBoost
"x1_Very good and easy on <mi>{11_20)</mi>, more difficult on {0001}.",0.0,density_regression,XGBoost
"x1_Very good {010}, good {001}",0.0,density_regression,XGBoost
"x1_{010}, good to perfect; {001}, traces.",0.0,density_regression,XGBoost
x1_Very indistinct on {100} and {010}.,0.0,density_regression,XGBoost
"x1_{010}, good",0.0,density_regression,XGBoost
"x1_{010}, also {100} fair",0.0,density_regression,XGBoost
x1_Very perfect on <mi>{_111}</mi> and <mi>{1_11}</mi>,0.0,density_regression,XGBoost
"x1_Very poor on <mi>{11_20}, {10_11}</mi>",0.0,density_regression,XGBoost
"x1_{010} weak to moderate
{100} weak",0.0,density_regression,XGBoost
x1_[0001],0.0,density_regression,XGBoost
x1_Structure suggests a cleavage might be observable on,0.0,density_regression,XGBoost
"x1_Pseudocubic, good.",0.0,density_regression,XGBoost
x1_Shows no cleavage,0.0,density_regression,XGBoost
"x1_Perfect {001}
Good {010} {100}",0.0,density_regression,XGBoost
"x1_Perfect {001}. Also two directions of distinct cleavage, which are nearly perpendicular to each other and to {001}.",0.0,density_regression,XGBoost
x1_Perfect {010} imperfect {100},0.0,density_regression,XGBoost
x1_Perfect {010}.,0.0,density_regression,XGBoost
x1_Perfect {011},0.0,density_regression,XGBoost
x1_{110} and {001},0.0,density_regression,XGBoost
x1_Perfect {100},0.0,density_regression,XGBoost
x1_Perfect {100} and moderate {011}.,0.0,density_regression,XGBoost
x1_Perfect {100} and perfect micaceous {001},0.0,density_regression,XGBoost
"x1_Perfect {100} cleavage, with two additional {h0l} cleavages present.",0.0,density_regression,XGBoost
x1_{110} Good,0.0,density_regression,XGBoost
x1_{10<mi>1</mi>1},0.0,density_regression,XGBoost
x1_Perfect {101} and {010} cleavages and a poor {021} cleavage.,0.0,density_regression,XGBoost
"x1_{10<mi>1</mi>0} and {0001}, poor",0.0,density_regression,XGBoost
x1_Perfect {110} and excellent {001},0.0,density_regression,XGBoost
"x1_{101}, perfect; {110}, distinct; {001}, imperfect.",0.0,density_regression,XGBoost
x1_{101} good; {110} distinct; {001} Poor.,0.0,density_regression,XGBoost
x1_Perpendicular to c-axis,0.0,density_regression,XGBoost
x1_{101},0.0,density_regression,XGBoost
x1_{100};  two additionally observed optically.,0.0,density_regression,XGBoost
x1_Perfect {001} and poor {010},0.0,density_regression,XGBoost
x1_Perfect {001},0.0,density_regression,XGBoost
"x1_{100}, {010}, {001}, {110} good;  distinct on probable
{101}.",0.0,density_regression,XGBoost
"x1_Perfect {0001}, Good <mi>{10_11}, poor {10_14}</mi>",0.0,density_regression,XGBoost
"x1_Perfect on {110} & <mi>{1_10}</mi>
Good on {001}",0.0,density_regression,XGBoost
"x1_Perfect on {110}, <mi>good on {_201}, imperfect on {001} and {_101}</mi>",0.0,density_regression,XGBoost
"x1_Perfect on {110}, characteristic of monoclinic amphiboles, intersecting at ~56°.",0.0,density_regression,XGBoost
"x1_Perfect on {110}, good on {101}, distinct on {010}.",0.0,density_regression,XGBoost
"x1_Perfect on {111}, very easy.",0.0,density_regression,XGBoost
x1_{210},0.0,density_regression,XGBoost
x1_{112} perfect.,0.0,density_regression,XGBoost
x1_{111} on synthetic material,0.0,density_regression,XGBoost
"x1_Perfect on<mi> {_201}, imperfect on {_402} and {201}; also on {010}.</mi>",0.0,density_regression,XGBoost
x1_{111} in traces.,0.0,density_regression,XGBoost
x1_{111} (?) (artificial crystals),0.0,density_regression,XGBoost
x1_Perfect parallel to {001} and moderate parallel to {010},0.0,density_regression,XGBoost
x1_{111},0.0,density_regression,XGBoost
x1_Perfect parallel to {001}. Also a very poor cleavage parallel {1l0} that is usually not readily recognized.,0.0,density_regression,XGBoost
x1_Perfect pseudocubic.,0.0,density_regression,XGBoost
"x1_Perfect to good on (010), fair on (100).",0.0,density_regression,XGBoost
"x1_{110}, good.",0.0,density_regression,XGBoost
"x1_{110} well developed/fair, {010} distinct",0.0,density_regression,XGBoost
x1_{110} good,0.0,density_regression,XGBoost
"x1_{100}, {021}, and {010}, poor",0.0,density_regression,XGBoost
x1_Poor,0.0,density_regression,XGBoost
x1_Several perfect probable. {100},0.0,density_regression,XGBoost
"x1_{100}, distinct",0.0,density_regression,XGBoost
"x1_Prismatic, possible.",0.0,density_regression,XGBoost
x1_{100} {110},0.0,density_regression,XGBoost
x1_Probably has a good cleavage similar to other minerals in its group.,0.0,density_regression,XGBoost
"x1_Probably has a perfect cleavage as in other members of the group, but not observed because of small grain size.",0.0,density_regression,XGBoost
x1_Probably on (100).,0.0,density_regression,XGBoost
x1_Probably parallel to (100),0.0,density_regression,XGBoost
"x1_Probably perfect {0001}, as are other members of the group.",0.0,density_regression,XGBoost
x1_{100} {010} good,0.0,density_regression,XGBoost
"x1_{100} very good, {010} good",0.0,density_regression,XGBoost
x1_Probably {0001} perfect as in other members of the group.,0.0,density_regression,XGBoost
x1_Probably {100} and {001},0.0,density_regression,XGBoost
x1_Prominent on (010).,0.0,density_regression,XGBoost
x1_{100} perfect,0.0,density_regression,XGBoost
"x1_Pronounced, {001}",0.0,density_regression,XGBoost
"x1_{010} perfect, {100} and {001} imperfect",0.0,density_regression,XGBoost
x1_Rarely observed,0.0,density_regression,XGBoost
x1_{100} imperfect,0.0,density_regression,XGBoost
"x1_{100} good;
{010} imperfect",0.0,density_regression,XGBoost
x1_Rhombohedral.,0.0,density_regression,XGBoost
"x1_{100}, also {001} good",0.0,density_regression,XGBoost
x1_Prismatic {11.0),0.0,density_regression,XGBoost
x1_Poor on <mi>{10_11}</mi>,0.0,density_regression,XGBoost
"x1_Prismatic cleavage with an angle of about 73° (viewed microscopically). Minute pseudo-hexagonal plates.
On {010}, fair.",0.0,density_regression,XGBoost
x1_Poor on {0001) and on {10<mi>1</mi>0},0.0,density_regression,XGBoost
x1_Poor on {0001},0.0,density_regression,XGBoost
x1_Poor on {0001}.,0.0,density_regression,XGBoost
"x1_{100}, probable.",0.0,density_regression,XGBoost
x1_Poor on {001},0.0,density_regression,XGBoost
x1_Poor on {010},0.0,density_regression,XGBoost
"x1_{100}, good; {001} and {010}, indistinct.",0.0,density_regression,XGBoost
x1_Poor on {010}.,0.0,density_regression,XGBoost
x1_Poor on {100},0.0,density_regression,XGBoost
"x1_Poor on {100}, {010}.",0.0,density_regression,XGBoost
"x1_{100}, good.",0.0,density_regression,XGBoost
"x1_Poor on {110}
Very poor on {100} {001}",0.0,density_regression,XGBoost
x1_Poor on {111},0.0,density_regression,XGBoost
"x1_{100}, fair; on {001}, {021}, poor",0.0,density_regression,XGBoost
x1_Poor on {111}<mi>{1_11}</mi>,0.0,density_regression,XGBoost
"x1_{100}, fair.",0.0,density_regression,XGBoost
x1_Presence of two cleavages,0.0,density_regression,XGBoost
x1_Presumably on (010) and in a direction across (010).,0.0,density_regression,XGBoost
x1_Prismatic,0.0,density_regression,XGBoost
x1_along {001},0.0,density_regression,XGBoost
x1_excellent cleavage parallel to {100} and {010} and distinct cleavage parallel to {001},0.0,density_regression,XGBoost
x1_basal cleavage {0001},0.0,density_regression,XGBoost
"x1_on {010}, perfect.",0.0,density_regression,XGBoost
x1_on {11_20},0.0,density_regression,XGBoost
"x1_{001} perfect, {100} and {010} good",0.0,density_regression,XGBoost
x1_one direction,0.0,density_regression,XGBoost
"x1_{001} perfect, {010}, and {100} poor.",0.0,density_regression,XGBoost
x1_one direction of imperfect cleavage is observed.,0.0,density_regression,XGBoost
x1_one doubtful in prism zone.,0.0,density_regression,XGBoost
x1_one parallel to elongation,0.0,density_regression,XGBoost
x1_one perfect cleavage,0.0,density_regression,XGBoost
x1_one poor cleavage of unknown orientation,0.0,density_regression,XGBoost
x1_parallel to (001),0.0,density_regression,XGBoost
x1_parallel to [100],0.0,density_regression,XGBoost
"x1_{001} perfect, {010} good, {110} poor",0.0,density_regression,XGBoost
x1_parallel to {001},0.0,density_regression,XGBoost
x1_parallel to {010},0.0,density_regression,XGBoost
x1_parallel to {100},0.0,density_regression,XGBoost
x1_parallel to {110},0.0,density_regression,XGBoost
x1_parallel to {ОО1},0.0,density_regression,XGBoost
"x1_{001} perfect, {010} good, and {110} distinct",0.0,density_regression,XGBoost
"x1_Perfect on {101}
imperfect on {100}",0.0,density_regression,XGBoost
"x1_{001} perfect, {100} and {010} very good.",0.0,density_regression,XGBoost
